pm_10,pm_duakomalima,so2,co,o3,no2,Quality
129.950460706097,124.41763549311429,338.74847534997446,10.923217000838973,149.71500284424224,160.43744141377005,2
186.71081530186189,112.77895759424672,255.25176254509879,11.147046951849198,142.0475488790911,98.90776537783489,2
44.72761134470457,3.192213606704163,16.33558933011272,2.4783573498393627,37.81068069750884,1.6629143620156839,0
20.470582609562022,20.070326084315013,19.336909995985707,1.4732381220273933,1.3768359934732743,2.283474243572594,0
33.25183372731277,19.544148740753176,13.944187638192735,0.882447810844845,48.32086929332037,24.713889608048554,0
80.59155100516108,45.87784157673795,51.080920934511184,8.041341056081391,61.36305267798311,64.17437278859084,1
186.54041850172595,117.95793823028318,318.10079622158435,13.32369774398229,111.54357787808524,157.85158800616637,2
90.87039236530546,52.15777333720577,54.169835511114556,4.5530179943658045,71.03682812843084,55.83748904783799,1
195.4158451965428,79.92195661333632,230.18382638695863,10.493661148781236,104.73591900688206,144.15796812433942,2
39.42986056122654,3.401177281976899,1.244064523294055,2.191837955894772,21.729798042935588,23.278856076575952,0
81.49103272173538,36.55917282644522,68.04908599158502,4.126743021319692,78.55995919814569,43.92030739122964,1
164.06686696290012,141.1226511881558,126.25762700268123,12.580337940637303,104.35495962280562,99.34472280119374,2
85.31230812776312,42.17013022957123,47.173001624930706,5.283236035930479,66.31102534904657,61.773795505372846,1
148.2529553051964,77.08807884469397,89.22740904109361,12.29773380663621,145.07762515943048,178.71000859241167,2
25.69947445799054,27.02856692538301,8.102053890551328,2.3464338527018964,37.83757528443175,11.852324818239603,0
232.19463184211375,97.72993208813263,187.61099051891443,9.617676868201716,141.58164998490554,128.48587397161037,2
136.106887849526,97.41946125737499,135.00369618496998,10.370555113850521,109.18259329427723,119.72912929459056,2
64.28537838304452,35.36216646321484,73.44992889737802,4.914066942696129,54.97473344364823,42.01667094408837,1
26.28450911513429,3.5392936642976585,10.889939182077303,2.4139506663858192,14.420271890937286,26.674570301844174,0
42.609075015927004,27.12964881763901,2.2199619758262967,2.4064472805853248,24.234814356502348,21.15748536108848,0
144.2052054828292,80.43917377158611,234.81843899238004,10.663550498095116,104.48066722217415,174.73068992369622,2
183.3806221298439,86.3448213347007,156.5345103013014,14.407065739304134,158.98011545984434,112.45066491689474,2
218.51970605891626,127.30737129278944,195.56522515870384,9.43414354644796,159.39061913782692,135.98905318457855,2
161.18413551702855,81.46018286617772,107.2776265526398,12.97423115947652,154.25056131018533,161.24136576239005,2
161.79198229183953,112.88366668080047,234.13031689696444,11.46576364821542,110.1906703242855,151.4119140924916,2
49.22010903517761,21.637632216069136,1.569116326342479,2.2426403776646837,49.20065816052321,19.55386321027681,0
167.01582382594103,107.27573802668044,81.43753145418735,12.61808318018753,147.247809631277,106.78735828174408,2
129.83946696925574,124.34624334034442,111.44029150287209,14.895914468961415,114.96878860543181,161.79041768324396,2
124.14766475310621,103.40275166858694,184.18205064574943,9.525447377917429,106.59037824055565,113.85540274370513,2
172.28502506649662,117.19915671770568,311.6300800164848,9.184947712196221,166.36937071166562,85.3576559607408,2
161.54555828089931,109.33234595281006,206.9874929430457,13.050779315066517,144.9294627314223,81.8358383999224,2
78.56302349685487,60.50752987583742,24.61815098048104,5.696203305869181,98.50372283333535,62.55678267022495,1
209.3860373646352,90.56336215386592,232.93979497338918,14.66850048126127,139.97008754451332,100.78238414588358,2
220.7450250822528,84.5332868150268,262.03187148605025,9.367299948861433,118.24276939084186,119.4807282878256,2
46.91702284105189,23.01645123051202,17.97121209349679,0.5689974747487847,35.184298873039786,38.03454249001641,0
31.61321439597652,3.4241956227850516,7.434481328046864,0.8984624473754077,20.94738950937377,1.2261000882322426,0
39.992762797365764,17.304710664590353,3.632279355132053,1.4219720417654296,22.926150444094535,5.9337280384835545,0
31.673910991307363,12.282025439322753,15.084965193641615,2.5693021036209096,15.698335868867641,25.564797512620014,0
117.51218541531932,88.3889841954449,190.1654246469719,13.021523856266155,141.09788889763095,86.69910943958476,2
7.353674046451896,26.9944621340081,19.57962230349618,0.09455434418534558,11.939810569076965,15.373065886387266,0
235.11402436760986,106.02491426874053,304.582031049993,12.02142044642133,106.09496058471402,82.46972976861113,2
28.825823775712678,2.8472073224664918,0.8484459641378339,0.30823311653732466,7.707252158924355,26.937297332996692,0
154.99565501446847,87.6177434331369,215.8284471106476,12.634195442759253,163.98567357330998,84.97810015230438,2
55.293715910656466,72.56273917801167,63.08408967205165,5.568515623785781,75.75835141932944,49.07090501278583,1
232.2563454457877,108.54770671894505,152.89288195097475,13.030675621529195,121.33718574478955,113.56092442409013,2
10.256982024100358,2.4699061590150446,2.036073658990738,3.675706134558218,36.19865277330469,19.466757656988115,0
27.982016565410895,13.5135923230271,11.601776693389091,3.7495522659884757,2.1869536154473677,5.262707405090392,0
5.661902292037762,9.479128794172597,14.36662350744008,0.39358259885358926,17.261157140084606,32.59300454986049,0
83.09568163185057,43.78215692919208,57.72404090359957,6.561964103660532,84.58600570673444,42.27525591110586,1
76.49702934651165,42.866143398118346,49.11743804370292,8.078726903130605,78.4652492206101,50.45332071541535,1
61.025213171782354,44.90239081119546,74.66723008351745,7.823254751924368,96.23208955643183,61.01881229423573,1
67.13225732612608,51.14404009446365,69.69115215940718,5.416422017462887,83.33428259462565,64.77559877466007,1
213.45340821154514,109.97809458784114,303.3327000754583,11.700145437166816,108.17842549274526,174.5776497246347,2
